Depth 1988-10-21 1988-11-24 1988-12-18 1989-01-27 1989-02-18 1989-03-27 1989-04-16 1989-05-16 1989-06-21 1989-07-19 1989-08-15 1989-10-20 1989-11-28 1989-12-20 1990-01-16 1990-02-15 1990-03-15 1990-04-19 1990-05-09 1990-06-22 1990-07-17 1990-08-14 1990-09-11 1990-10-15 1990-11-06 1990-12-04 1991-01-15 1991-02-14 1991-03-14 1991-04-16 1991-05-14 1991-06-19 1991-07-17 1991-08-13 1991-09-14 1991-10-08 1991-11-13 1991-12-10 1992-01-10 1992-02-14 1992-03-09 1992-04-21 1992-05-19 1992-06-17 1992-07-13 1992-08-20 1992-09-15 1992-10-15 1992-11-13 1992-12-09 1993-01-13 1993-02-12 1993-03-12 1993-04-16 1993-05-10 1993-06-14 1993-07-13 1993-08-18 1993-09-17 1993-10-12 1993-11-09 1993-12-07 1994-01-12 1994-02-19 1994-03-15 1994-04-19 1994-05-17 1994-06-14 1994-07-19 1994-08-16 1994-09-21 1994-10-19 1994-11-14 1994-12-10 1995-01-13 1995-02-15 1995-03-17 1995-04-12 1995-05-12 1995-06-14 1995-07-11 1995-08-18 1995-09-14 1995-10-11 1995-11-12 1995-12-15 1996-01-31 1996-02-15 1996-03-15 1996-04-09 1996-05-06 1996-06-10 1996-07-11 1996-08-05 1996-09-06 1996-10-09 1996-11-05 1996-12-14 1997-01-15 1997-02-08 1997-03-07 1997-04-09 1997-05-08 1997-06-12 1997-07-17 1997-08-13 1997-09-13 1997-10-09 1997-11-13 1997-12-10 1998-01-15 1998-02-13 1998-03-13 1998-04-08 1998-05-07 1998-06-03 1998-07-08 1998-08-12 1998-09-11 1998-10-23 1998-11-18 1998-12-11 1999-01-16 1999-02-12 1999-03-24 1999-04-08 1999-05-05 1999-06-02 1999-07-09 1999-08-04 1999-09-16 1999-10-13 1999-11-10 1999-12-10 2000-02-01 2000-02-18 2000-03-14 2000-04-10 2000-05-10 2000-06-06 2000-07-11 2000-08-08 2000-09-11 2000-10-18 2000-11-14 2000-12-13 2001-01-31 2001-02-21 2001-03-21 2001-04-21 2001-05-18 2001-06-05 2001-07-19 2001-08-07 2001-09-12 2001-10-10 2001-11-10 2001-12-12 2002-02-28 2002-03-20 2002-04-20 2002-05-15 2002-06-06 2002-07-03 2002-08-21 2002-09-18 2002-10-08 2002-11-14 2002-12-11 2003-02-05 2003-02-22 2003-03-22 2003-04-22 2003-05-20 2003-07-05 2003-07-16 2003-08-12 2003-09-20 2003-10-07 2003-11-04 2003-12-03 2004-01-27 2004-02-24 2004-03-22 2004-04-20 2004-05-17 2004-06-15 2004-07-14 2004-08-16 2004-09-15 2004-10-14 2004-11-12 2004-12-09 2005-01-28 2005-02-05 2005-03-22 2005-04-19 2005-05-18 2005-06-14 2005-07-22 2005-08-10 2005-09-06 2005-10-11 2005-11-27 2005-12-11 2006-01-29 2006-02-22 2006-04-06 2006-05-09 2006-06-27 2006-07-19 2006-08-10 2006-09-07 2006-10-10 2006-11-06 2006-12-05 2007-02-01 2007-02-22 2007-03-21 2007-04-15 2007-05-17 2007-06-21 2007-07-21 2007-08-13 2007-09-06 2007-10-05 2007-11-13 2007-12-06 2008-01-15 2008-02-13 2008-03-13 2008-04-15 2008-05-30 2008-06-23 2008-07-17 2008-08-11 2008-09-12 2008-10-08 2008-11-09 2008-12-17 2009-02-09 2009-03-19 2009-04-16 2009-05-17 2009-06-13 2009-08-17 2009-09-11 2009-10-09 2009-11-07 2009-12-09 2010-02-03 2010-02-25 2010-03-24 2010-04-21 2010-05-16 2010-06-22 2010-07-26 2010-08-22 2010-09-05 2010-10-08 2010-11-11 2010-12-10 2011-02-24 2011-03-26 2011-05-04 2011-05-19 2011-06-16 mean
1770 35.017 35.005 34.996 35.04 34.987 34.983 34.977 34.99 NA 34.963 34.941 NA 34.962 34.951 34.948 35.008 NA 34.971 34.981 34.985 35.033 34.966 34.994 34.993 35.028 35.038 34.977 35.024 NA 34.983 34.983 NA 34.996 34.969 34.971 34.98 34.979 34.978 35.033 35.014 35.005 35.021 35.018 35.008 35.012 35.009 34.99 35.024 35.029 34.981 34.991 34.978 34.983 34.992 34.972 34.975 34.971 34.983 34.977 34.986 35.028 35.018 34.995 34.975 35.006 34.967 34.983 34.986 34.967 34.974 35.016 34.967 34.973 34.984 34.999 34.969 34.971 35.037 35.04 34.969 35.026 35.026 35.011 34.978 34.982 35.006 35.037 34.966 34.974 34.987 35.004 35.032 34.977 35.031 35.025 35.012 35.046 35.019 35.009 34.961 34.959 35.021 35.037 34.969 34.963 34.971 34.977 34.978 34.978 34.996 34.993 34.996 35.031 35.019 34.954 34.969 35.013 35.025 34.989 34.961 34.984 34.999 35.005 35.021 35.013 34.99 35 34.964 34.972 35 34.945 34.952 34.948 34.964 34.986 34.953 34.967 34.98 34.982 34.97 34.963 34.959 34.963 34.959 34.961 34.997 34.951 35.003 35.002 35.024 35.026 34.958 34.976 34.958 34.971 34.981 35.01 35.027 34.996 35.01 35.026 34.98 34.976 34.968 34.981 34.959 34.957 34.958 34.959 34.952 34.993 34.97 34.97 34.959 34.953 34.977 34.97 34.966 34.97 34.957 34.952 34.977 35.016 35.027 34.984 34.965 34.986 34.961 35 34.954 35.001 34.956 34.99 34.988 34.975 34.983 34.978 34.977 34.969 34.971 34.996 34.967 34.962 34.972 34.968 34.973 34.971 34.999 34.973 34.974 34.975 34.994 35.006 34.991 34.956 34.999 34.958 34.956 34.956 34.967 35 34.964 34.959 35.002 35.03 35.01 34.965 34.965 34.959 34.959 35.016 34.981 34.986 35.009 34.96 35.006 34.98 34.998 34.966 34.948 34.979 34.983 NA 35.019 34.998 34.967 34.975 34.977 34.975 34.975 NA 34.965 34.973 34.977 34.969 35.028 34.978 34.98 34.982 34.98 34.992 34.974 35.006 34.983 34.98 34.983 34.991 34.986
1780 35.017 35.002 34.996 35.038 34.988 34.983 34.978 34.99 NA 34.963 34.934 NA 34.968 34.95 34.948 35.008 NA 34.97 34.981 34.983 35.034 34.965 34.995 34.995 35.026 35.037 34.976 35.022 NA 34.984 34.984 NA 34.995 34.97 34.971 34.978 34.979 34.977 35.033 35.014 35.005 35.018 35.018 35.008 35.015 35.009 34.986 35.023 35.025 34.98 34.984 34.978 34.977 34.985 34.97 34.974 34.972 34.984 34.977 34.981 35.027 35.014 34.997 34.972 35.009 34.967 34.986 34.982 34.967 34.975 35.015 34.967 34.977 34.977 34.997 34.969 34.971 35.027 35.04 34.969 35.026 35.023 35.009 34.98 34.981 35.006 35.036 34.967 34.974 34.986 35.005 35.029 34.977 35.034 35.027 35.015 35.047 35.028 34.998 34.96 34.958 35.021 35.034 34.967 34.963 34.97 34.979 34.98 34.977 34.995 34.988 34.998 35.031 35.018 34.954 34.963 35.01 35.027 34.983 34.962 34.983 34.994 35.01 35.02 35.008 34.986 34.998 34.965 34.972 35.002 34.944 34.958 34.947 34.961 34.999 34.954 34.967 34.978 34.982 34.97 34.963 34.959 34.956 34.96 34.963 35 34.953 35.004 35 35.027 35.025 34.958 34.977 34.957 34.966 34.981 35.009 35.023 34.992 35.009 35.023 34.979 34.977 34.969 34.979 34.958 34.957 34.957 34.956 34.95 34.978 34.969 34.97 34.959 34.952 34.977 34.968 34.965 34.971 34.957 34.951 34.978 35.002 35.028 34.986 34.963 34.988 34.961 34.999 34.954 34.997 34.956 34.988 34.986 34.974 34.982 34.976 34.976 34.968 34.969 34.993 34.966 34.961 34.972 34.967 34.973 34.971 34.999 34.971 34.971 34.978 35 35.004 34.992 34.956 35 34.959 34.955 34.96 34.964 35 34.964 34.958 35.002 35.03 35.011 34.966 34.964 34.957 34.957 35.016 34.979 34.985 35.01 34.96 35.004 34.975 34.997 34.966 34.948 34.974 34.981 NA 35.021 34.999 34.966 34.971 34.975 34.976 34.975 NA 34.963 34.977 34.977 34.967 35.027 34.982 34.98 34.977 34.978 34.989 34.974 35.003 34.983 34.979 34.98 34.996 34.985
1790 35.017 34.996 34.996 35.037 34.986 34.981 34.978 34.99 NA 34.963 34.941 NA 34.963 34.95 34.948 35.007 NA 34.971 34.981 34.979 35.032 34.965 34.997 35 35.025 35.037 34.976 35.024 NA 34.983 34.983 NA 34.996 34.971 34.971 34.978 34.979 34.976 35.033 35.015 35.005 35.016 35.017 35.006 35.015 35.005 34.987 35.023 35.008 34.978 34.976 34.976 34.981 34.986 34.97 34.975 34.972 34.986 34.977 34.986 35.026 35.014 34.997 34.967 35.011 34.969 34.986 34.975 34.966 34.974 35.015 34.967 34.982 34.975 34.993 34.969 34.971 35.03 35.039 34.968 35.03 35.024 34.994 34.981 34.981 35.004 35.035 34.968 34.973 34.983 35.008 35.026 34.978 35.032 35.022 35.022 35.047 35.004 34.992 34.959 34.957 35.019 35.032 34.966 34.963 34.97 34.978 34.977 34.976 34.992 34.985 34.996 35.031 35.018 34.954 34.963 35.011 35.022 34.978 34.962 34.984 34.985 35.01 35.015 35.005 34.984 34.998 34.964 34.971 34.993 34.944 34.96 34.947 34.959 35.008 34.952 34.966 34.979 34.98 34.972 34.965 34.949 34.958 34.958 34.962 34.998 34.953 35.005 34.996 35.025 35.022 34.958 34.98 34.956 34.965 34.989 35.008 35.023 34.99 35.009 35.017 34.977 34.973 34.966 34.974 34.958 34.956 34.957 34.952 34.951 34.966 34.97 34.967 34.958 34.951 34.976 34.968 34.965 34.971 34.956 34.951 34.979 34.998 35.027 34.983 34.952 34.995 34.96 34.998 34.954 34.986 34.954 34.987 34.985 34.974 34.979 34.974 34.974 34.967 34.979 34.991 34.965 34.959 34.972 34.967 34.975 34.971 34.996 34.968 34.97 34.975 34.999 35.004 34.988 34.955 35.002 34.958 34.955 34.961 34.961 35.001 34.963 34.958 34.999 35.029 35.01 34.967 34.964 34.957 34.955 35.015 34.98 34.982 35.01 34.961 35.002 34.972 34.995 34.967 34.948 34.964 34.98 NA 35.023 34.99 34.967 34.965 34.974 34.98 34.976 NA 34.964 34.981 34.979 34.965 35.027 34.98 34.98 34.975 34.977 34.99 34.974 35 34.985 34.98 34.981 34.996 34.984
1800 35.012 34.998 35.024 35.038 34.987 34.993 34.979 34.989 NA 34.965 34.94 NA 34.975 34.948 34.965 35.007 NA 34.971 34.982 34.962 35.013 34.965 34.999 35.002 35.024 35.035 34.974 35.022 NA 34.984 34.984 NA 34.996 34.971 34.972 34.977 34.977 34.976 35.028 35.013 35.006 35.022 35.008 35.006 35.014 35.004 34.987 35.023 35.023 34.976 34.971 34.977 34.984 34.984 34.972 34.99 34.972 34.985 34.976 34.983 35.026 35.025 34.997 34.968 35.01 34.967 34.986 34.974 34.965 34.973 35.008 34.968 34.979 34.973 34.992 34.97 34.971 35.035 35.036 34.967 35.029 35.026 34.978 34.974 34.983 34.994 35.034 34.969 34.971 34.984 35.011 35.027 34.974 35.029 35.023 35.03 35.044 35.027 34.991 34.957 34.956 35.019 35.029 34.965 34.965 34.969 34.977 34.975 34.976 34.986 34.986 35.01 35.028 35.018 34.953 34.962 35.011 35.01 34.977 34.955 34.986 34.986 35.006 35.017 35.008 34.988 35.012 34.966 34.972 34.99 34.943 34.967 34.946 34.956 35.018 34.953 34.965 34.992 34.98 34.966 34.966 34.949 34.964 34.96 34.959 34.995 34.952 35.001 34.994 35.023 35.02 34.957 34.98 34.957 34.966 34.983 35.008 35.022 34.99 35.008 35.013 34.976 34.971 34.967 34.973 34.958 34.956 34.956 34.951 34.951 34.967 34.968 34.96 34.958 34.951 34.975 34.968 34.965 34.967 34.954 34.95 34.98 34.998 35.026 34.98 34.954 34.995 34.96 34.998 34.955 34.989 34.954 34.986 34.986 34.973 34.974 34.974 34.972 34.966 34.978 34.989 34.965 34.96 34.971 34.973 34.972 34.967 34.989 34.966 34.968 34.973 34.994 35.004 34.987 34.953 35.001 34.961 34.955 34.958 34.964 34.989 34.963 34.957 34.998 35.024 35.008 34.966 34.961 34.957 34.954 35.015 34.979 34.981 35.006 34.96 35.001 34.969 34.995 34.966 34.947 34.962 34.977 NA 35.025 34.997 34.966 34.961 34.973 34.973 34.974 NA 34.964 34.983 34.98 34.965 35.025 34.98 34.976 34.975 34.975 34.983 34.973 34.999 34.986 34.979 34.982 34.982 34.984
1810 35.013 34.996 34.993 35.037 34.988 34.992 34.98 34.99 NA 34.966 34.938 NA 34.974 NA 34.978 35.005 NA 34.969 34.982 34.956 34.995 34.975 35.012 35.002 35.026 35.033 34.974 35.024 NA 34.984 34.985 NA 34.994 34.971 34.974 34.977 34.977 34.974 35.027 35.012 35.006 35.02 34.998 35.006 35.012 35.006 34.988 35.027 35.026 34.976 34.98 34.978 34.979 34.99 34.972 34.992 34.973 34.992 34.977 34.979 35.025 35.014 34.995 34.967 35.01 34.967 34.981 34.974 34.967 34.972 35.004 34.968 34.991 34.978 34.993 34.97 34.971 35.032 35.036 34.968 35.027 35.023 34.966 34.972 34.982 34.991 35.033 34.969 34.963 34.988 35.016 35.028 34.971 35.026 35.019 35.027 35.041 35.023 34.985 34.957 34.956 35.02 35.028 34.965 34.965 34.97 34.974 34.974 34.975 34.982 34.986 35.004 35.026 35.018 34.953 34.959 35.012 34.998 34.978 34.955 34.986 34.992 35.006 35.016 35.005 34.984 35.003 34.964 34.972 34.991 34.943 34.978 34.945 34.962 35.015 34.952 34.964 34.991 34.989 34.961 34.965 34.95 34.972 34.957 34.946 34.995 34.952 35 34.99 35.024 35.02 34.957 34.981 34.958 34.964 34.983 35.006 35.021 34.987 35.008 35.01 34.976 34.965 34.968 34.974 34.958 34.954 34.955 34.951 34.95 34.966 34.966 34.959 34.957 34.953 34.974 34.967 34.964 34.965 34.953 34.949 34.979 34.997 35.022 34.977 34.96 34.999 34.959 34.999 34.955 34.993 34.951 34.986 34.983 34.973 34.972 34.973 34.971 34.966 34.977 34.993 34.967 34.959 34.97 34.976 34.972 34.966 34.992 34.967 34.966 34.971 34.981 35.003 34.987 34.956 35 34.961 34.954 34.955 34.965 34.983 34.961 34.957 34.995 35.021 35.01 34.966 34.959 34.96 34.954 35.014 34.978 34.982 35.004 34.96 34.998 34.966 34.993 34.967 34.947 34.961 34.975 NA 35.019 34.999 34.964 34.96 34.971 34.97 34.97 NA 34.964 34.979 34.98 34.965 35.02 34.978 34.973 34.971 34.973 34.975 34.973 34.996 34.986 34.978 34.982 34.97 34.983
1820 35.011 34.995 34.992 35.029 34.989 34.99 34.98 34.993 NA 34.966 34.934 NA 34.971 NA 34.979 35.004 NA 34.969 34.984 34.957 34.995 34.973 35.017 35 35.026 35.033 34.974 35.027 NA 34.984 34.985 NA 34.995 34.97 34.974 34.977 34.977 34.974 35.023 35.013 35.006 35.017 34.992 35.006 35.011 35.009 34.991 35.026 35.034 34.978 34.979 34.979 34.979 34.991 34.99 34.986 34.973 34.994 34.977 34.983 35.023 35.017 34.989 34.966 35.01 34.966 34.98 34.976 34.968 34.972 35.008 34.968 34.988 34.978 34.993 34.97 34.971 35.033 35.035 34.967 35.025 35.016 34.965 34.971 34.988 34.989 35.033 34.969 34.96 34.983 35.017 35.028 34.974 35.029 35.019 35.03 35.035 35.023 34.984 34.956 34.957 35.019 35.028 34.963 34.964 34.967 34.972 34.974 34.973 34.978 34.989 35.009 35.025 35.019 34.952 34.958 35.012 34.998 34.975 34.954 34.986 34.99 35 35.017 35.014 35.001 34.998 34.964 34.972 34.987 34.941 34.978 34.946 34.963 35.009 34.951 34.963 34.99 34.991 34.96 34.964 34.949 34.983 34.957 34.946 34.996 34.95 34.999 34.991 35.023 35.016 34.956 34.981 34.963 34.965 34.978 35.005 35.021 34.987 35.008 35.009 34.977 34.965 34.97 34.972 34.959 34.954 34.954 34.951 34.949 34.981 34.964 34.955 34.956 34.956 34.977 34.97 34.964 34.963 34.952 34.949 34.976 34.996 35.022 34.981 34.962 35 34.959 34.998 34.955 34.976 34.951 34.989 34.98 34.973 34.974 34.973 34.97 34.965 34.977 34.991 34.965 34.958 34.969 34.973 34.97 34.965 34.994 34.963 34.967 34.97 34.975 35.002 34.988 34.954 35.001 34.957 34.956 34.957 34.961 34.982 34.958 34.957 34.994 35.019 35.011 34.964 34.959 34.961 34.955 35.01 34.978 34.982 35.003 34.96 34.996 34.969 34.987 34.967 34.946 34.96 34.974 NA 35.014 35 34.963 34.959 34.969 34.962 34.968 NA 34.962 34.977 34.98 34.963 35.018 34.978 34.974 34.969 34.972 34.973 34.972 34.99 34.986 34.975 34.981 34.97 34.983
1830 35.01 34.993 34.991 35.027 34.99 34.983 34.98 34.994 NA 34.966 34.936 NA 34.972 NA 34.977 35.005 NA 34.969 34.986 34.961 34.996 34.968 35.015 35.005 35.025 35.032 34.974 35.029 NA 34.984 34.985 NA 34.995 34.971 34.975 34.983 34.977 34.975 35.018 35.015 35.007 35.017 34.989 35.006 35.013 35.004 34.992 35.025 35.027 34.982 34.98 34.979 34.978 34.989 34.992 34.981 34.973 34.993 34.976 34.984 35.018 35 34.983 34.965 35.009 34.967 34.988 34.971 34.968 34.972 35.006 34.968 34.994 34.979 34.994 34.969 34.97 35.029 35.034 34.967 35.024 35.015 34.967 34.968 34.992 34.99 35.032 34.969 34.96 34.981 35.019 35.028 34.973 35.03 35.018 35.032 35.037 35.006 34.975 34.956 34.956 35.018 35.023 34.963 34.965 34.966 34.971 34.973 34.973 34.978 34.983 35.006 35.024 35.021 34.952 34.961 35.012 34.999 34.975 34.953 34.975 34.987 34.992 35.018 35.014 34.992 34.999 34.965 34.974 34.985 34.941 34.98 34.947 34.955 34.999 34.951 34.962 34.992 34.988 34.959 34.964 34.949 34.982 34.954 34.949 34.997 34.952 34.997 34.995 35.013 35.017 34.955 34.978 34.959 34.965 34.966 35.003 35.019 34.983 35.006 35.008 34.977 34.974 34.969 34.969 34.957 34.955 34.954 34.95 34.948 34.988 34.963 34.956 34.954 34.955 34.976 34.967 34.964 34.969 34.951 34.949 34.973 34.995 35.021 34.978 34.971 35.001 34.958 34.993 34.955 34.984 34.949 34.988 34.98 34.971 34.972 34.972 34.97 34.965 34.975 34.99 34.963 34.957 34.968 34.97 34.969 34.965 34.994 34.961 34.966 34.971 34.976 35.001 34.985 34.952 34.998 34.956 34.954 34.956 34.96 34.984 34.957 34.956 34.992 35.017 35.011 34.962 34.959 34.96 34.956 35.012 34.977 34.982 35.004 34.961 34.994 34.973 34.982 34.967 34.947 34.96 34.97 NA 35.017 35.002 34.962 34.962 34.971 34.963 34.968 NA 34.959 34.979 34.977 34.961 35.015 34.978 34.972 34.969 34.977 34.969 34.971 34.988 34.985 34.975 34.981 34.971 34.982
1840 35.012 34.992 34.993 35.031 34.991 34.988 34.981 34.993 NA 34.966 34.939 NA 34.978 NA 34.976 35.003 NA 34.969 34.984 34.965 34.996 34.97 35.014 35.006 35.023 35.032 34.973 35.027 NA 34.984 34.985 NA 34.996 34.971 34.975 34.984 34.977 34.975 35.013 35.01 35.008 35.016 34.984 35.006 35.014 35.007 34.992 35.024 35.029 34.984 34.98 34.979 34.979 34.988 34.986 34.985 34.974 34.989 34.975 34.981 35.015 34.997 34.981 34.966 35.008 34.966 34.991 34.973 34.967 34.974 35.003 34.968 34.993 34.975 34.996 34.969 34.97 35.028 35.031 34.967 35.021 35.018 34.965 34.961 34.99 34.987 35.032 34.97 34.958 34.991 35.014 35.027 34.972 35.03 35.015 35.033 35.037 35.009 34.975 34.956 34.956 35.016 35.018 34.961 34.964 34.968 34.971 34.971 34.973 34.979 34.98 35.001 35.024 35.021 34.95 34.961 35.012 35 34.975 34.952 34.972 34.987 34.986 35.017 35.013 34.994 34.996 34.966 34.974 34.982 34.941 34.979 34.947 34.95 34.995 34.95 34.962 34.991 34.988 34.959 34.963 34.95 34.984 34.953 34.949 34.996 34.951 34.995 34.999 35.015 35.018 34.954 34.976 34.958 34.966 34.968 35.003 35.017 34.978 35.006 35.008 34.978 34.975 34.962 34.97 34.957 34.955 34.953 34.95 34.947 34.99 34.962 34.955 34.951 34.953 34.974 34.968 34.963 34.966 34.95 34.949 34.974 34.993 35.019 34.976 34.974 34.999 34.958 34.991 34.954 34.986 34.949 34.991 34.978 34.971 34.971 34.972 34.97 34.965 34.973 34.988 34.962 34.956 34.967 34.97 34.967 34.964 34.995 34.961 34.966 34.971 34.968 35 34.981 34.952 34.996 34.956 34.955 34.958 34.961 34.984 34.955 34.956 34.99 35.017 35.009 34.961 34.958 34.959 34.954 35.014 34.976 34.982 35.002 34.958 34.994 34.979 34.978 34.967 34.947 34.96 34.974 NA 35.019 35.005 34.962 34.963 34.969 34.961 34.966 NA 34.96 34.977 34.973 34.96 35.015 34.98 34.971 34.969 34.979 34.97 34.971 34.982 34.983 34.974 34.982 34.972 34.981
1850 35.011 34.99 34.99 35.03 34.991 34.99 34.98 34.997 NA 34.966 34.936 NA 34.977 NA 34.976 35.001 NA 34.969 34.985 34.968 34.997 34.974 35.017 35.003 35.023 35.03 34.974 35.026 NA 34.982 34.985 NA 34.996 34.971 34.974 34.983 34.977 34.975 35.01 35.009 35.008 35.016 34.981 35.005 35.011 35.004 34.993 35.023 35.023 34.98 34.979 34.98 34.98 34.987 34.99 34.994 34.974 34.987 34.976 34.98 35.005 35.009 34.979 34.966 35.008 34.968 34.991 34.979 34.967 34.969 35.003 34.966 34.988 34.98 34.994 34.969 34.969 35.035 35.028 34.967 35.016 35.016 34.959 34.957 34.988 34.985 35.031 34.967 34.957 34.987 35.015 35.025 34.974 35.025 35.015 35.032 35.036 35.021 34.976 34.956 34.955 35.015 35.009 34.961 34.963 34.967 34.967 34.969 34.972 34.983 34.979 35.003 35.021 35.017 34.949 34.958 35.013 34.999 34.975 34.952 34.971 34.986 34.985 35.015 35.011 34.997 34.985 34.967 34.971 34.981 34.942 34.978 34.949 34.95 34.996 34.948 34.962 34.991 34.985 34.958 34.963 34.95 34.984 34.953 34.949 34.996 34.951 34.989 34.998 35.002 35.02 34.954 34.98 34.958 34.967 34.967 35.008 35.016 34.979 35.005 35.006 34.975 34.973 34.966 34.965 34.956 34.954 34.953 34.95 34.946 35.002 34.961 34.955 34.951 34.954 34.964 34.967 34.964 34.961 34.949 34.949 34.971 34.992 35.018 34.976 34.965 34.999 34.957 34.992 34.956 34.976 34.95 34.991 34.975 34.971 34.97 34.973 34.969 34.965 34.97 34.982 34.962 34.956 34.966 34.968 34.967 34.964 34.996 34.96 34.965 34.97 34.964 34.998 34.982 34.95 34.99 34.956 34.957 34.957 34.959 34.981 34.955 34.955 34.99 35.017 35.009 34.961 34.957 34.96 34.953 35.016 34.975 34.981 35.002 34.956 34.994 34.978 34.984 34.966 34.947 34.96 34.974 NA 35.026 35.005 34.962 34.976 34.968 34.959 34.965 NA 34.959 34.979 34.972 34.961 35.016 34.986 34.972 34.968 34.973 34.973 34.971 34.982 34.981 34.973 34.981 34.972 34.981
1860 35.009 34.989 34.989 35.03 34.991 34.989 34.98 34.996 NA 34.966 34.936 NA 34.98 NA 34.975 35.004 NA 34.97 34.984 34.971 34.995 34.974 35.017 35.002 35.02 35.03 34.974 35.023 NA 34.981 34.985 NA 34.996 34.974 34.974 34.983 34.977 34.975 35.007 35.011 35.009 35.013 34.996 35.005 35.007 35.005 34.994 35.019 35.025 34.981 34.979 34.982 34.98 34.986 35 34.985 34.974 34.985 34.976 34.98 35.003 35.01 34.98 34.967 35.007 34.968 34.987 34.981 34.968 34.971 35.001 34.966 34.989 34.978 34.993 34.969 34.969 35.033 35.029 34.966 35.01 35.005 34.959 34.957 34.99 34.994 35.03 34.968 34.963 34.988 35.017 35.024 34.971 35.026 35.015 35.025 35.032 35.016 34.982 34.957 34.953 35.013 35.008 34.961 34.963 34.965 34.964 34.968 34.971 34.982 34.979 35.002 35.022 35.02 34.949 34.955 35.015 34.999 34.981 34.952 34.971 34.984 34.981 35.015 35.01 34.992 34.987 34.967 34.973 34.981 34.942 34.97 34.948 34.95 34.988 34.947 34.964 34.988 34.979 34.966 34.963 34.949 34.98 34.952 34.956 34.997 34.951 34.987 34.995 35.007 35.016 34.953 34.979 34.958 34.966 34.969 35.006 35.013 34.974 35.004 35.006 34.977 34.972 34.966 34.962 34.956 34.953 34.952 34.95 34.946 35.003 34.962 34.957 34.951 34.954 34.962 34.964 34.964 34.956 34.948 34.948 34.973 34.992 35.017 34.978 34.969 35 34.956 34.989 34.956 34.992 34.949 34.992 34.978 34.971 34.966 34.972 34.97 34.965 34.975 34.977 34.963 34.955 34.964 34.981 34.966 34.965 34.993 34.961 34.964 34.969 34.96 34.997 34.981 34.95 34.993 34.955 34.957 34.957 34.958 34.984 34.955 34.955 34.987 35.016 35.002 34.96 34.955 34.96 34.953 35.015 34.974 34.984 35.002 34.956 34.994 34.978 34.98 34.965 34.947 34.959 34.978 NA 35.012 35.004 34.962 34.97 34.966 34.975 34.962 NA 34.959 34.984 34.972 34.963 35.013 34.988 34.972 34.972 34.971 34.976 34.971 34.98 34.979 34.975 34.979 34.982 34.981
1870 35.011 34.988 34.99 35.025 34.992 34.989 34.98 34.997 NA 34.966 34.934 NA 34.974 NA 34.971 35.007 NA 34.972 34.983 34.969 34.996 34.976 35.013 35 35.017 35.029 34.974 35.022 NA 34.98 34.986 NA 34.997 34.975 34.974 34.982 34.977 34.976 35.001 35.014 35.009 35.011 35.005 35.006 35.007 35.006 34.994 35.018 35.024 34.981 34.978 34.983 34.981 34.987 35.001 34.984 34.974 34.985 34.977 34.981 35.003 35.015 34.983 34.965 35.006 34.968 34.982 34.984 34.969 34.97 35.002 34.966 34.988 34.983 34.993 34.97 34.969 35.032 35.027 34.966 35.017 35.004 34.957 34.957 34.992 34.991 35.03 34.967 34.965 34.987 35.019 35.024 34.972 35.022 35.013 35.024 35.032 34.983 34.972 34.957 34.952 35.011 34.979 34.96 34.963 34.965 34.965 34.968 34.97 34.98 34.977 35.001 35.021 35.024 34.951 34.953 35.015 34.998 34.98 34.951 34.973 34.978 34.981 35.013 35.008 34.994 34.989 34.966 34.975 34.98 34.942 34.962 34.946 34.952 34.98 34.947 34.96 34.978 34.977 34.976 34.963 34.95 34.982 34.953 34.957 34.994 34.951 34.985 34.99 35.013 35.015 34.951 34.968 34.953 34.964 34.969 35.003 35.01 34.978 35.002 35.005 34.973 34.967 34.965 34.962 34.956 34.953 34.951 34.95 34.945 35.002 34.963 34.956 34.951 34.951 34.957 34.961 34.964 34.956 34.947 34.948 34.962 34.993 35.016 34.976 34.979 34.998 34.956 34.988 34.956 34.974 34.949 34.991 34.981 34.969 34.964 34.97 34.969 34.965 34.975 34.979 34.974 34.956 34.965 34.995 34.966 34.963 34.991 34.958 34.963 34.971 34.962 34.996 34.981 34.949 34.99 34.955 34.956 34.955 34.96 34.996 34.954 34.954 34.982 35.013 35.002 34.959 34.955 34.96 34.953 35.015 34.974 34.986 35.002 34.955 34.996 34.979 34.977 34.962 34.946 34.958 34.974 NA 35.014 35.001 34.962 34.975 34.966 34.977 34.961 NA 34.958 34.979 34.968 34.961 35.014 34.996 34.973 34.976 34.98 34.973 34.971 34.98 34.978 34.974 34.979 34.991 34.98
